sector,sector_weight,symbol,weight,as_of_date
Financial Services,39.13,AXISBANK,5.81,31-07-2026
Financial Services,39.13,BAJFINANCE,7.53,31-07-2026
Financial Services,39.13,HDFCBANK,6.17,31-07-2026
Financial Services,39.13,ICICIBANK,6.84,31-07-2026
Financial Services,39.13,KOTAKBANK,6.29,31-07-2026
Financial Services,39.13,SBIN,6.5,31-07-2026
Telecommunication,6.87,BHARTIARTL,6.87,31-07-2026
Fast Moving Consumer Goods,12.7,HINDUNILVR,6.37,31-07-2026
Fast Moving Consumer Goods,12.7,ITC,6.33,31-07-2026
Information Technology,14.33,INFY,7.0,31-07-2026
Information Technology,14.33,TCS,7.34,31-07-2026
Construction,6.16,LT,6.16,31-07-2026
Automobile and Auto Components,14.28,M&M,7.25,31-07-2026
Automobile and Auto Components,14.28,MARUTI,7.03,31-07-2026
Oil Gas & Consumable Fuels,6.51,RELIANCE,6.51,31-07-2026
