sector,sector_weight,symbol,weight,as_of_date
Financial Services,28.71,AXISBANK,4.26,31-07-2026
Financial Services,28.71,BAJFINANCE,5.53,31-07-2026
Financial Services,28.71,HDFCBANK,4.53,31-07-2026
Financial Services,28.71,ICICIBANK,5.01,31-07-2026
Financial Services,28.71,KOTAKBANK,4.61,31-07-2026
Financial Services,28.71,SBIN,4.77,31-07-2026
Telecommunication,5.04,BHARTIARTL,5.04,31-07-2026
Consumer Services,5.66,ETERNAL,5.66,31-07-2026
Information Technology,16.32,HCLTECH,5.8,31-07-2026
Information Technology,16.32,INFY,5.13,31-07-2026
Information Technology,16.32,TCS,5.38,31-07-2026
Fast Moving Consumer Goods,9.32,HINDUNILVR,4.67,31-07-2026
Fast Moving Consumer Goods,9.32,ITC,4.64,31-07-2026
Construction,4.52,LT,4.52,31-07-2026
Automobile and Auto Components,10.48,M&M,5.32,31-07-2026
Automobile and Auto Components,10.48,MARUTI,5.16,31-07-2026
Power,4.67,NTPC,4.67,31-07-2026
Oil Gas & Consumable Fuels,4.78,RELIANCE,4.78,31-07-2026
Healthcare,5.1,SUNPHARMA,5.1,31-07-2026
Consumer Durables,5.41,TITAN,5.41,31-07-2026
