sector,sector_weight,symbol,weight,as_of_date
Oil Gas & Consumable Fuels,4.45,AEGISLOG,2.01,31-07-2026
Oil Gas & Consumable Fuels,4.45,CASTROLIND,1.11,31-07-2026
Oil Gas & Consumable Fuels,4.45,IGL,1.33,31-07-2026
Information Technology,2.86,AFFLE,1.25,31-07-2026
Information Technology,2.86,TATATECH,1.6,31-07-2026
Consumer Durables,5.36,AMBER,2.03,31-07-2026
Consumer Durables,5.36,CROMPTON,2.09,31-07-2026
Consumer Durables,5.36,PGEL,1.24,31-07-2026
Financial Services,38.23,ANANDRATHI,2.31,31-07-2026
Financial Services,38.23,ANGELONE,2.42,31-07-2026
Financial Services,38.23,BANDHANBNK,1.98,31-07-2026
Financial Services,38.23,CAMS,2.39,31-07-2026
Financial Services,38.23,CDSL,2.97,31-07-2026
Financial Services,38.23,CHOLAHLDNG,1.9,31-07-2026
Financial Services,38.23,CUB,2.48,31-07-2026
Financial Services,38.23,FIVESTAR,1.33,31-07-2026
Financial Services,38.23,IIFL,1.77,31-07-2026
Financial Services,38.23,KARURVYSYA,4.04,31-07-2026
Financial Services,38.23,KFINTECH,1.57,31-07-2026
Financial Services,38.23,MANAPPURAM,2.55,31-07-2026
Financial Services,38.23,PIRAMALFIN,3.09,31-07-2026
Financial Services,38.23,PNBHOUSING,2.47,31-07-2026
Financial Services,38.23,POONAWALLA,2.06,31-07-2026
Financial Services,38.23,RBLBANK,2.9,31-07-2026
Automobile and Auto Components,5.7,ARE&M,1.39,31-07-2026
Automobile and Auto Components,5.7,SONACOMS,4.31,31-07-2026
Healthcare,19.37,ASTERDM,2.6,31-07-2026
Healthcare,19.37,COHANCE,0.86,31-07-2026
Healthcare,19.37,GLAND,2.49,31-07-2026
Healthcare,19.37,LALPATHLAB,1.85,31-07-2026
Healthcare,19.37,NATCOPHARM,1.03,31-07-2026
Healthcare,19.37,NEULANDLAB,2.05,31-07-2026
Healthcare,19.37,NH,1.75,31-07-2026
Healthcare,19.37,PPLPHARMA,1.52,31-07-2026
Healthcare,19.37,SAILIFE,2.27,31-07-2026
Healthcare,19.37,SYNGENE,0.92,31-07-2026
Healthcare,19.37,WOCKPHARMA,2.02,31-07-2026
Power,2.15,CESC,1.3,31-07-2026
Power,2.15,RPOWER,0.85,31-07-2026
Services,5.76,DELHIVERY,3.37,31-07-2026
Services,5.76,REDINGTON,2.39,31-07-2026
Metals & Mining,2.02,HINDCOPPER,2.02,31-07-2026
Chemicals,7.0,HSCL,2.2,31-07-2026
Chemicals,7.0,NAVINFLUOR,3.48,31-07-2026
Chemicals,7.0,TATACHEM,1.32,31-07-2026
Capital Goods,5.13,INOXWIND,0.94,31-07-2026
Capital Goods,5.13,KAYNES,1.49,31-07-2026
Capital Goods,5.13,WELCORP,2.7,31-07-2026
Construction,1.99,KEC,0.76,31-07-2026
Construction,1.99,NBCC,1.23,31-07-2026
